0.4498676236,0.285365064,10.282912217,1
0.3993597796,0.266182751,10.2764496751,1
0.3789161285,0.2386041135,10.2336762295,1
0.3656878837,0.1702541396,10.1606565684,1
0.3608776128,0.1114966335,10.1200856478,1
0.2742927375,0.0059790197,10.0501405325,1
0.1516308308,-0.1007349246,9.9933313218,1
-0.0323620293,-0.2242320583,9.9452704473,1
-0.1898983997,-0.3920994481,9.8725903041,1
-0.3077500356,-0.5671647712,9.9064481539,1
-0.4376273486,-0.7254411918,9.8974073572,1
-0.440032484,-0.8537490298,9.887096591,1
-0.5266173593,-0.9664614861,9.8659685379,1
-0.5374404688,-1.062391877,9.9242746282,1
-0.3414219315,-1.0168398075,9.951375868,1
-0.1333777172,-0.8969419684,9.9759632702,1
0.0987178514,-0.7158898408,9.9212311462,1
0.2658747635,-0.5336335152,9.8171577358,1
0.4053726182,-0.3585698779,9.6773340952,1
0.5881629106,-0.2194838251,9.6149877976,1
0.7733583384,-0.0732031171,9.5212331872,1
0.9044382191,0.0634886822,9.4396360985,1
0.9826051204,0.2385570962,9.4224345309,1
1.0884310792,0.3272852454,9.4619929933,1
1.1930544702,0.3284762374,9.4691084917,1
1.1726108191,0.3296769701,9.4704684523,1
1.1124824334,0.2733220532,9.5664044683,1
1.0571643186,0.2757246424,9.6052913127,1
1.0234924227,0.3224937414,9.6044113061,1
1.0343155321,0.329687741,9.6531089906,1
0.9248818702,0.3009168939,9.6716343742,1
0.833486724,0.230174727,9.6656200858,1
0.6494938639,0.167833755,9.6326074464,1
0.5268319572,0.1090854276,9.6094536368,1
0.4294239725,0.0563308354,9.6639118192,1
0.3993597796,0.0827142662,9.7466909409,1
0.3765109931,0.1150928372,9.816610402,1
0.3536622065,0.1546662507,9.8295777934,1
0.3572699097,0.1150943357,9.8342298422,1
0.4222085662,0.1210849802,9.9195905751,1
0.4582855976,0.1354718555,9.9889540286,1
0.5015780352,0.0946977093,9.9827616843,1
0.4991728998,0.0719142286,9.9061058109,1
0.5629089886,0.0347359115,9.8636845101,1
0.6086065617,-0.0420126347,9.8377473887,1
0.6735452182,-0.0504116753,9.7290441132,1
0.686773463,-0.0803912161,9.5767037331,1
0.7396864424,-0.0444211244,9.4727228185,1
0.8034225312,-0.074404599,9.4361052214,1
0.8539303751,-0.0899973582,9.3868187644,1
0.8936151097,-0.0660176405,9.3201669054,1
0.9826051204,-0.0276520778,9.302993297,1
0.9910230944,0.0406982707,9.2737911104,1
1.0042513393,0.1390267551,9.1573520735,1
1.076405402,0.1833893312,9.1008235948,1
1.0920387823,0.2433451348,9.1738280312,1
1.1281158137,0.2817148186,9.1827366123,1
1.1305209491,0.3164897035,9.2117328902,1
